Material,Material Desc.,Requested Qty.,Sales Unit,Status Text,Requested Del. Date,Date Received,Sold-To State,Sold-To Name,Ship-To Name
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,7/31/25,,AZ,AZ Dept. of Economic Security,UNITED FOOD BANK
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,5/31/25,,CA,CA Dept. of Social Services,FEEDING AMERICA RIVERSIDE SAN BERNARDINO
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,5/31/25,,CA,CA Dept. of Social Services,SAN FRANCISCO FOOD BANK
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,5/31/25,,CA,CA Dept. of Social Services,LARFB - Pellissier
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,5/31/25,,CA,CA Dept. of Social Services,LARFB - Pellissier
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,5/31/25,,CA,CA Dept. of Social Services,Second Harvest of Silicon Valley
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,6/15/25,,CA,CA Dept. of Social Services,Community Food Bank
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,6/15/25,,CA,CA Dept. of Social Services,Food Bank of Contra Costa & Solano
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,6/15/25,,CA,CA Dept. of Social Services,Jacobs & Cushman San Diego Food Bank
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,6/15/25,,CA,CA Dept. of Social Services,Imperial Valley Food Bank
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,6/15/25,,CA,CA Dept. of Social Services,LARFB - Pellissier
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,6/15/25,,CA,CA Dept. of Social Services,LARFB - Pellissier
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,6/15/25,,CA,CA Dept. of Social Services,LARFB - Pellissier
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,6/15/25,,CA,CA Dept. of Social Services,SAN FRANCISCO FOOD BANK
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,6/30/25,,CA,CA Dept. of Social Services,Community Action Partnership of San Bern
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,6/30/25,,CA,CA Dept. of Social Services,ALAMEDA COUNTY COMMUNITY FOOD BANK
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,6/30/25,,CA,CA Dept. of Social Services,Lineage Logistics - FB for Monterey
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,6/30/25,,CA,CA Dept. of Social Services,LARFB - Pellissier
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,6/30/25,,CA,CA Dept. of Social Services,LARFB - Pellissier
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,6/30/25,,CA,CA Dept. of Social Services,LARFB - Pellissier
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,6/30/25,,CA,CA Dept. of Social Services,CalFoods Logistics-ProPacific Fresh
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,6/30/25,,CA,CA Dept. of Social Services,FIND FOOD BANK
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,7/15/25,,CA,CA Dept. of Social Services,SAN FRANCISCO FOOD BANK
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,7/15/25,,CA,CA Dept. of Social Services,COMMUNITY ACTION PARTNERSHIP OF KERN
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,7/15/25,,CA,CA Dept. of Social Services,LARFB - Pellissier
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,7/15/25,,CA,CA Dept. of Social Services,LARFB - Pellissier
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,7/15/25,,CA,CA Dept. of Social Services,Community Food Bank
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,7/15/25,,CA,CA Dept. of Social Services,CalFoods Logistics-ProPacific Fresh
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,7/15/25,,CA,CA Dept. of Social Services,Community Action Partnership of Orange C
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,7/31/25,,CA,CA Dept. of Social Services,SACRAMENTO FOOD BANK & FAMILY SVS
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,7/31/25,,CA,CA Dept. of Social Services,Jacobs & Cushman San Diego Food Bank
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,7/31/25,,CA,CA Dept. of Social Services,LARFB - Pellissier
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,7/31/25,,CA,CA Dept. of Social Services,LARFB - Pellissier
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,237.00,CS,Canceled,5/31/25,,CO,CO Dept. of Human Services,PUEBLO COUNTY DEPT OF
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,713.00,CS,Canceled,5/31/25,,CO,CO Dept. of Human Services,CARE AND SHARE FOOD BANK
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,713.00,CS,Canceled,6/15/25,,CO,CO Dept. of Human Services,FOOD BANK OF THE ROCKIES
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,237.00,CS,Canceled,6/15/25,,CO,CO Dept. of Human Services,Food Bank of the Rockies/Grand Junction
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,712.00,CS,Canceled,6/30/25,,CO,CO Dept. of Human Services,WELD COUNTY TEFAP
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,238.00,CS,Canceled,6/30/25,,CO,CO Dept. of Human Services,CARE AND SHARE FOOD BANK
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,713.00,CS,Canceled,7/15/25,,CO,CO Dept. of Human Services,FOOD BANK OF THE ROCKIES
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,237.00,CS,Canceled,7/15/25,,CO,CO Dept. of Human Services,Food Bank of the Rockies/Grand Junction
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,5/31/25,,CT,CT Dept. of Social Services,CONNECTICUT FOOD BANK
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,7/31/25,,CT,CT Dept. of Social Services,CONNECTICUT FOOD BANK
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,475.00,CS,Canceled,6/15/25,,DC,DC Dept. of Health,Capital Area Food Bank
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,475.00,CS,Canceled,6/30/25,,DC,DC Dept. of Health,Capital Area Food Bank
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,475.00,CS,Canceled,6/30/25,,DE,DE Government Support Services,"Food Bank of Delaware, Inc"
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,475.00,CS,Canceled,6/30/25,,DE,DE Government Support Services,Food Bank of Delaware New Milford Branch
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,5/31/25,,FL,FL Dept. of Ag and Consumer Services,FEEDING THE GULF COAST
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,5/31/25,,FL,FL Dept. of Ag and Consumer Services,"Feeding America Tampa Bay, Inc."
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,5/31/25,,FL,FL Dept. of Ag and Consumer Services,Farm Share NE FL
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,6/15/25,,FL,FL Dept. of Ag and Consumer Services,Regional Food Bank of NE
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,6/15/25,,FL,FL Dept. of Ag and Consumer Services,Farm Share Broward County
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,6/15/25,,FL,FL Dept. of Ag and Consumer Services,Farm Share NE FL
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,6/30/25,,FL,FL Dept. of Ag and Consumer Services,SECOND HARVEST OF CENTRAL FLORIDA
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,6/30/25,,FL,FL Dept. of Ag and Consumer Services,AMERICA'S SECOND HARVEST OF THE BIG BEND
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,7/15/25,,FL,FL Dept. of Ag and Consumer Services,"Feeding America Tampa Bay, Inc."
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,7/15/25,,FL,FL Dept. of Ag and Consumer Services,"Feeding America Tampa Bay, Inc."
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,7/15/25,,FL,FL Dept. of Ag and Consumer Services,AMERICA'S SECOND HARVEST OF THE BIG BEND
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,7/31/25,,FL,FL Dept. of Ag and Consumer Services,TREASURE COAST FOOD BANK
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,475.00,CS,Canceled,7/31/25,,FL,FL Dept. of Ag and Consumer Services,ALL FAITHS FOOD BANK
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,475.00,CS,Canceled,7/31/25,,FL,FL Dept. of Ag and Consumer Services,"Feeding America Tampa Bay, Inc."
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,7/31/25,,FL,FL Dept. of Ag and Consumer Services,SECOND HARVEST OF CENTRAL FLORIDA
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,7/31/25,,FL,FL Dept. of Ag and Consumer Services,Farm Share NE FL
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,5/31/25,,GA,GA Dept. of Human Resources,ATLANTA COMMUNITY FOOD BANK
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,5/31/25,,GA,GA Dept. of Human Resources,MIDDLE GA COMMUNITY FOOD BANK
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,6/15/25,,GA,GA Dept. of Human Resources,GOLDEN HARVEST FOOD BANK
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,6/30/25,,GA,GA Dept. of Human Resources,ATLANTA COMMUNITY FOOD BANK
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,7/15/25,,GA,GA Dept. of Human Resources,Second Harvest of Coastal Ga
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,7/15/25,,GA,GA Dept. of Human Resources,SECOND HARVEST FOOD BANK OF SOUTH GA
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,7/15/25,,GA,GA Dept. of Human Resources,Food Bank of Northeast Georgia
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,7/31/25,,GA,GA Dept. of Human Resources,FEEDING THE VALLEY
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,601.00,CS,Canceled,5/31/25,,HI,HI Dept. of Labor & Industrial Relations,HAWAII FOODBANK
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,50.00,CS,Canceled,5/31/25,,HI,HI Dept. of Labor & Industrial Relations,The Hawaii Foodbank Inc.
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,183.00,CS,Canceled,5/31/25,,HI,HI Dept. of Labor & Industrial Relations,THE FOOD BASKET INC
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,116.00,CS,Canceled,5/31/25,,HI,HI Dept. of Labor & Industrial Relations,MAUI FOOD BANK INC
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,750.00,CS,Canceled,5/31/25,,IA,IA Dept. of Human Services,FOOD BANK OF IOWA
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,200.00,CS,Canceled,5/31/25,,IA,IA Dept. of Human Services,The Food Bank for the Heartland
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,353.00,CS,Canceled,6/30/25,,IA,IA Dept. of Human Services,HACAP FOOD BANK
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,301.00,CS,Canceled,6/30/25,,IA,IA Dept. of Human Services,NORTHEAST IOWA FOOD BANK
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,296.00,CS,Canceled,6/30/25,,IA,IA Dept. of Human Services,RIVER BEND FOODBANK
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,318.00,CS,Canceled,6/30/25,,ID,ID Dept. of Health & Welfare,CAP - N
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,632.00,CS,Canceled,6/30/25,,ID,ID Dept. of Health & Welfare,BOISE COLD STORAGE
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,5/31/25,,IL,IL Dept. of Human Services (2),GREATER CHICAGO FOOD DEPOSITORY
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,760.00,CS,Canceled,5/31/25,,IL,IL Dept. of Human Services (2),ST LOUIS AREA FOODBANK
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,190.00,CS,Canceled,5/31/25,,IL,IL Dept. of Human Services (2),"Tri-State Food Bank, Inc"
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,6/15/25,,IL,IL Dept. of Human Services (2),GREATER CHICAGO FOOD DEPOSITORY
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,6/15/25,,IL,IL Dept. of Human Services (2),Northern Illinois Food Bank
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,685.00,CS,Canceled,6/30/25,,IL,IL Dept. of Human Services (2),EASTERN ILLINOIS FOOD BANK
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,265.00,CS,Canceled,6/30/25,,IL,IL Dept. of Human Services (2),Peoria Citizens Committee
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,6/30/25,,IL,IL Dept. of Human Services (2),Northern Illinois Food Bank
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,6/30/25,,IL,IL Dept. of Human Services (2),GREATER CHICAGO FOOD DEPOSITORY
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,440.00,CS,Canceled,7/15/25,,IL,IL Dept. of Human Services (2),Northern Illinois Food Bank
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,510.00,CS,Canceled,7/15/25,,IL,IL Dept. of Human Services (2),RIVER BEND FOODBANK
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,300.00,CS,Canceled,7/15/25,,IL,IL Dept. of Human Services (2),GREATER CHICAGO FOOD DEPOSITORY
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,650.00,CS,Canceled,7/15/25,,IL,IL Dept. of Human Services (2),CENTRAL ILLINOIS FOODBANK
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,7/31/25,,IL,IL Dept. of Human Services (2),GREATER CHICAGO FOOD DEPOSITORY
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,555.00,CS,Canceled,5/31/25,,IN,IN State Department of Health,THE FOOD BANK OF NORTHERN INDIANA
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,205.00,CS,Canceled,5/31/25,,IN,IN State Department of Health,GLEANERS FOOD BANK OF INDIANA
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,190.00,CS,Canceled,5/31/25,,IN,IN State Department of Health,DARE TO CARE FOOD BANK
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,197.00,CS,Canceled,6/15/25,,IN,IN State Department of Health,GLEANERS FOOD BANK OF INDIANA
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,470.00,CS,Canceled,6/15/25,,IN,IN State Department of Health,COMMUNITY HARVEST FOOD BANK OF NE IN
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,283.00,CS,Canceled,6/15/25,,IN,IN State Department of Health,"Tri-State Food Bank, Inc"
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,266.00,CS,Canceled,6/30/25,,IN,IN State Department of Health,GLEANERS FOOD BANK OF INDIANA
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,472.00,CS,Canceled,6/30/25,,IN,IN State Department of Health,Food Bank of NWI
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,212.00,CS,Canceled,6/30/25,,IN,IN State Department of Health,Terre Haute Catholic Charities Foodbank
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,190.00,CS,Canceled,7/15/25,,IN,IN State Department of Health,HOOSIER HILLS FOOD BANK
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,295.00,CS,Canceled,7/15/25,,IN,IN State Department of Health,GLEANERS FOOD BANK OF INDIANA
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,465.00,CS,Canceled,7/15/25,,IN,IN State Department of Health,FOOD FINDERS FOOD BANK
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,369.00,CS,Canceled,7/31/25,,IN,IN State Department of Health,A2H FOOD BANK OF EAST CENTRAL INDIANA
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,581.00,CS,Canceled,7/31/25,,IN,IN State Department of Health,GLEANERS FOOD BANK OF INDIANA
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,475.00,CS,Canceled,5/31/25,,KS,KS Dept. for Children and Families,HARVESTERS
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,475.00,CS,Canceled,5/31/25,,KS,KS Dept. for Children and Families,KANSAS FOOD BANK WAREHOUSE
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,5/31/25,,KS,KS Dept. for Children and Families,AMERICOLD LOGISTICS
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,200.00,CS,Canceled,6/30/25,,KY,KY Dept. of Agriculture,"Tri-State Food Bank, Inc"
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,200.00,CS,Canceled,6/30/25,,KY,KY Dept. of Agriculture,Purchase ADD- Mayfield
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,550.00,CS,Canceled,6/30/25,,KY,KY Dept. of Agriculture,GOD'S PANTRY FOOD BANK
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,350.00,CS,Canceled,6/30/25,,KY,KY Dept. of Agriculture,DARE TO CARE
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,250.00,CS,Canceled,6/30/25,,KY,KY Dept. of Agriculture,Northern KYY ADD
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,350.00,CS,Canceled,6/30/25,,KY,KY Dept. of Agriculture,GOD'S PANTRY FOOD BANK
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,200.00,CS,Canceled,7/31/25,,KY,KY Dept. of Agriculture,"Tri-State Food Bank, Inc"
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,200.00,CS,Canceled,7/31/25,,KY,KY Dept. of Agriculture,Purchase ADD- Mayfield
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,550.00,CS,Canceled,7/31/25,,KY,KY Dept. of Agriculture,GOD'S PANTRY FOOD BANK
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,350.00,CS,Canceled,7/31/25,,KY,KY Dept. of Agriculture,DARE TO CARE
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,350.00,CS,Canceled,7/31/25,,KY,KY Dept. of Agriculture,FEEDING AMERICA KENTUCKY'S HEARTLAND
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,250.00,CS,Canceled,7/31/25,,KY,KY Dept. of Agriculture,Northern KYY ADD
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,5/31/25,,LA,LA Dept. of Agriculture and Forestry,Greater Baton Rouge Food Bank
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,5/31/25,,LA,LA Dept. of Agriculture and Forestry,Northwest LA Food Bank
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,475.00,CS,Canceled,6/30/25,,LA,LA Dept. of Agriculture and Forestry,FOOD BANK OF CENTRAL LOUISIANA
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,475.00,CS,Canceled,6/30/25,,LA,LA Dept. of Agriculture and Forestry,FOOD BANK OF NORTHEAST LA
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,7/31/25,,LA,LA Dept. of Agriculture and Forestry,Greater Baton Rouge Food Bank
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,237.00,CS,Canceled,6/15/25,,MA,MA Dept. of Education,WORCESTER COUNTY FOOD BANK
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,713.00,CS,Canceled,6/15/25,,MA,MA Dept. of Education,THE GREATER BOSTON FOOD BANK
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,712.00,CS,Canceled,6/30/25,,MA,MA Dept. of Education,THE GREATER BOSTON FOOD BANK
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,238.00,CS,Canceled,6/30/25,,MA,MA Dept. of Education,Western Massachusetts Food Bank
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,238.00,CS,Canceled,7/15/25,,MA,MA Dept. of Education,WORCESTER COUNTY FOOD BANK
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,475.00,CS,Canceled,7/15/25,,MA,MA Dept. of Education,THE GREATER BOSTON FOOD BANK
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,237.00,CS,Canceled,7/15/25,,MA,MA Dept. of Education,Western Massachusetts Food Bank
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,7/16/25,,MA,MA Dept. of Education,THE GREATER BOSTON FOOD BANK
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,475.00,CS,Canceled,6/15/25,,MD,MD Dept. of Human Resources,Capital Area Food Bank
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,6/30/25,,MD,MD Dept. of Human Resources,MARYLAND FOOD BANK
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,475.00,CS,Canceled,6/30/25,,MD,MD Dept. of Human Resources,Capital Area Food Bank
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,7/15/25,,MD,MD Dept. of Human Resources,MARYLAND FOOD BANK
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,5/31/25,,ME,ME Dept of Agriculture,GOOD SHEPHERD FOOD BANK
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,950.00,CS,Canceled,6/30/25,,ME,ME Dept of Agriculture,GOOD SHEPHERD FOOD BANK
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,460.00,CS,Canceled,5/31/25,,MI,MI Dept. of Education,FOOD BANK OF EASTERN MICHIGAN
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,490.00,CS,Canceled,5/31/25,,MI,MI Dept. of Education,Forgotten Harvest - TEFAP
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,190.00,CS,Canceled,5/31/25,,MI,MI Dept. of Education,MID MICHIGAN CAA-TEFAP
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,522.00,CS,Canceled,5/31/25,,MI,MI Dept. of Education,Gleaners Community Food Bank (TEFAP)
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,238.00,CS,Canceled,5/31/25,,MI,MI Dept. of Education,Kalamazoo Partnership
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,300.00,CS,Canceled,6/15/25,,MI,MI Dept. of Education,GCCARD
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,238.00,CS,Canceled,6/15/25,,MI,MI Dept. of Education,Kalamazoo Partnership
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,412.00,CS,Canceled,6/15/25,,MI,MI Dept. of Education,FEEDING AMERICA WEST MI
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,545.00,CS,Canceled,6/15/25,,MI,MI Dept. of Education,South Michigan Food Bank
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,405.00,CS,Canceled,6/15/25,,MI,MI Dept. of Education,Forgotten Harvest - TEFAP
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,270.00,CS,Canceled,6/30/25,,MI,MI Dept. of Education,Forgotten Harvest - TEFAP
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,680.00,CS,Canceled,6/30/25,,MI,MI Dept. of Education,FEEDING AMERICA WEST MI
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,300.00,CS,Canceled,6/30/25,,MI,MI Dept. of Education,GCCARD
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,190.00,CS,Canceled,6/30/25,,MI,MI Dept. of Education,Food Gatherers
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,460.00,CS,Canceled,6/30/25,,MI,MI Dept. of Education,Gleaners Community Food Bank (TEFAP)
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,517.00,CS,Canceled,6/30/25,,MI,MI Dept. of Education,FOOD BANK OF EASTERN MICHIGAN
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,433.00,CS,Canceled,6/30/25,,MI,MI Dept. of Education,Greater Lansing Food Bank
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,558.00,CS,Canceled,7/31/25,,MI,MI Dept. of Education,Gleaners Community Food Bank (TEFAP)
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,392.00,CS,Canceled,7/31/25,,MI,MI Dept. of Education,FEEDING AMERICA WEST MI
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,190.00,CS,Canceled,6/30/25,,MN,"MN Dept. of Children, Youth, & Families",NORTH CENTRAL FOOD BANK
111575,CHICKEN LEG QTRS FROZEN PKG‐8/5 LB,225.00,CS,Canceled,6/30/25,,MN,"MN Dept. of Children, Youth, & Families",THE FOOD GROUP
